image_path,description
earring_best\41PN+bmyslL._UY395_.jpg,Pair of gold flower-shaped earrings with heart-shaped detail.
earring_best\41rFH0x18bL._SY300_QL70_.jpg,A pair of gold butterfly earrings adorned with clear cubic zirconia stones.
earring_best\41vkv3vYSkL.jpg,A pair of black and gold hoop earrings adorned with pearls.
earring_best\513FXlFj-AL._SY395._SX._UX._SY._UY_.jpg,"A pair of teardrop earrings featuring white pearls, gold settings, and brown crystals."
earring_best\51woC60wBgL.jpg,A pair of gold peacock-shaped earrings adorned with pearls and blue gemstones.
earring_best\57597_main.jpeg,Rose gold hoop earrings encrusted with pave diamonds.
earring_best\59387_main.jpeg,A pair of gold hoop earrings with princess-cut diamonds set along the band.
earring_best\61CEvzjb3SL._UY500_.jpg,A pair of pink gemstone and gold earrings with intricate detailing.
earring_best\61KSnipBmbL._UX395_.jpg,A pair of red tassel earrings with gold hoops.
earring_best\61nWmQbN+HL._UY535_.jpg,"A pair of gold earrings with intricate floral designs and enamel detailing, featuring blue and red accents, hanging from small golden spheres."
earring_best\61pAcjkFtoL._UY500_ (1).jpg,"A pair of gold earrings adorned with pearls and sparkling stones, featuring a floral design."
earring_best\61pAcjkFtoL._UY500_.jpg,A pair of gold earrings adorned with pearls and a central rhinestone flower.
earring_best\61Pz+NSSatL._UY395_.jpg,Pair of turquoise and red tassel earrings.
earring_best\61TqDlj3i6L._UY395_.jpg,A pair of sterling silver earrings featuring amethyst and aquamarine gemstones in a quatrefoil design.
earring_best\61YsSHH+fpL._UY500_.jpg,"Pair of gold filigree dangle earrings with ornate, heart-shaped lower sections."
earring_best\63092_main.jpeg,Pair of elegant diamond chandelier earrings with intricate filigree designs.
earring_best\6b0bc98097235140497bb8cbee3956dd.jpg,Pair of silver hoop earrings with three rows of pave-set cubic zirconia.
earring_best\71BgH8DAMfL._UY395_.jpg,Pair of gold hoop earrings with dangling crystal flower accents.
earring_best\71fOyVaksaL._UY395_.jpg,"A pair of ornate gold earrings with intricate detailing, featuring dark-colored stones and dangling accents."
earring_best\812IYTBbB1L._UY395_.jpg,Pair of gold earrings with intricate filigree design and dangling clear crystals.
earring_best\817CJiNxJgL._UX395_.jpg,A pair of antique gold hoop earrings with black gemstone accents.
earring_best\81FDQhv3ohL._UY395_.jpg,A pair of gold earrings adorned with cascading cream-colored flower accents and sparkling crystals.
earring_best\81kfi49+kgL._UY395_.jpg,"Rose gold stud earrings featuring a central cubic zirconia surrounded by an intricate, interwoven rose gold design."
earring_best\81LTWvgCIEL._UL1500_.jpg,Close-up shot of a pair of silver Minnie Mouse-shaped earrings adorned with pink gemstones.
earring_best\81OMRYN0kZL._UY535_.jpg,A pair of ornate gold earrings with floral designs and dangling chains.
earring_best\86681d5c-8c40-45d1-a0ba-6d4bed9b07c81534240099173-Rubans-Gold-Toned-Crescent-Shaped-Chandbalis-6261534240098977-1.jpg,"Close-up shot of a pair of ornate gold earrings with pearls and gemstones, resting on a dark brown textured surface."
earring_best\8798247_fpx.jpeg,Two gold knot earrings on a white background.
earring_best\9556046_fpx.jpeg,"A pair of gold, rope-textured hoop earrings on a white background."
earring_best\99081_1.jpg,Pair of gold clover earrings with clear cubic zirconia stones.
earring_best\AF-JEWELERS-LARGE-HOOP-EARRINGS-DIAMONDS-ROSE-GOLD.jpg,"A pair of rose gold hoop earrings with a twisted design, adorned with small, sparkling stones."
earring_best\ariel-elegant-diamond-earrings-jle139 (1)-750x500.jpg,"A pair of ornate gold earrings adorned with numerous sparkling diamonds, arranged in a floral and crescent moon design."
earring_best\beautiful-fancy-peacock-earring-with-hanging-drops-11-250x250.jpg,"A pair of gold earrings with a teardrop design, adorned with small, clear stones."
earring_best\bohemia-long-drop-tassels-earrings-women.jpg,A pair of colorful tassel earrings with gold accents and crystal embellishments.
earring_best\bohemian-thread-dangle-earrings-soriee-drop.jpg,A pair of red tassel earrings with black and white striped and pearl accents.
earring_best\buti-earring-250x250.jpg,A pair of ornate gold earrings with red and green gemstone accents hanging against a white background.
earring_best\CFE0686_D.jpg,Pair of elegant gold earrings with black teardrop stones and clear crystal accents.
earring_best\Chandelier_Diamond_Wedding_Earrings_JLE35-750x500.jpg,A pair of ornate gold chandelier earrings adorned with numerous sparkling diamonds.
earring_best\Cheerful-Diamond-Drop-Earrings-1.jpg,Pair of gold earrings with diamond flower and crescent accents.
earring_best\China-Supplier-Gold-Jhumka-Women-Silk-Thread.jpg_350x350.jpg,A pair of gold hoop earrings with dangling blue silk tassels.
earring_best\DE06400200_hero.jpeg,A pair of diamond hoop earrings with a continuous pave setting.
earring_best\Diamond-Earrings-SMT337_GF-600x600.jpg,"Close-up shot of a pair of gold earrings with small diamonds, shaped like stylized flowers."
earring_best\Diamond-Earrings-T7743_GF-600x600.jpg,"A pair of ornate diamond earrings with floral designs, hanging from teardrop-shaped settings."
earring_best\DIDE0015_1Y.jpg,Pair of diamond and gold flower-shaped earrings.
earring_best\Dubai-payal-gold-plated-design-jewelries-set.jpg_350x350.jpg,A gold-colored heart-shaped pendant and matching earrings set against a white background.
earring_best\E747-yellow-gold-18k-heart-shape-two-heart-cute-earring-the-lastest-designs-hotsale-cute-earrings.jpg,Rose gold heart-shaped earrings with crystal accents.
earring_best\EADPCLSMMAQ_263962_1_Masked.png,"A pair of diamond earrings shaped like four-petaled flowers, set against a solid teal background."
earring_best\EADPRDMDLK_290184_35365_1_Masked.png,Close-up shot of a pair of diamond-encrusted chain earrings against a solid teal background.
earring_best\EADPRDXLLP_234205_1_Masked.png,"A pair of pear-shaped diamond drop earrings, set against a black background."
earring_best\EADPRPDRL4C_352777_white_1n_mobile.png,"A pair of elegant diamond drop earrings with a clover-shaped top and pear-shaped bottom, set against a black background."
earring_best\EADRRDLGHWL-455599-trans-3h.png,Rose gold diamond earrings with HW logo.
earring_best\earring-18-gold.jpg,"Pair of gold floral earrings with twisted stems and dangling flowers, isolated on white background."
earring_best\Earrings_PDRSVE016_01-600x600.jpg,A pair of sterling silver dangle earrings featuring purple crystal snowflakes and holly designs.
earring_best\earring_1.jpg,A pair of silver lotus flower earrings with small clear gemstones.
earring_best\earring_10.jpg,"A pair of elegant gold earrings featuring a delicate filigree design, a small diamond, and a single pearl drop."
earring_best\earring_100.jpg,"A pair of elegant gold earrings featuring a textured, geometric design accented with small diamonds and dangling amethyst pear-shaped drops."
earring_best\earring_101.jpg,Elegant gold and white gold teardrop earrings with blue sapphires and textured metallic accents.
earring_best\earring_102.jpg,Elegant gold earrings with a delicate floral design featuring small diamonds and ruby accents.
earring_best\earring_103.jpg,A pair of elegant gold teardrop earrings with small diamonds and textured detailing.
earring_best\earring_104.jpg,"Pair of gold earrings with a geometric diamond shape, a small green gemstone, and a gold pearl drop."
earring_best\earring_105.jpg,A pair of gold flower-shaped earrings with pear-shaped peridot gemstones and small diamonds.
earring_best\earring_106.jpg,"A pair of gold flower-shaped earrings with small diamonds in the center, each earring features three small gold balls above the flower."
earring_best\earring_107.jpg,"A pair of elegant gold, white gold, and rose gold dangle earrings featuring three textured flower-shaped charms on each earring."
earring_best\earring_108.jpg,A pair of elegant gold drop earrings with small diamonds set along one side of each teardrop-shaped pendant.
earring_best\earring_109.jpg,Pair of elegant teardrop earrings in white gold and rose gold with swirl detailing and diamond accents.
earring_best\earring_11.jpg,A pair of elegant gold drop earrings with diamond accents and a cutout floral design.
earring_best\earring_110.jpg,A pair of gold paisley-shaped drop earrings with small diamonds set in intricate filigree.
earring_best\earring_111.jpg,Rose gold butterfly earrings with small clear diamonds down the center.
earring_best\earring_112.jpg,A pair of rose gold and white gold butterfly earrings adorned with small diamonds.
earring_best\earring_113.jpg,"A pair of gold heart-shaped earrings with diamond accents, dangling from delicate hooks."
earring_best\earring_114.jpg,"A pair of elegant gold earrings with a four-leaf clover design, adorned with small, clear diamonds."
